image,split,source_video,source_sha256,source_frame,timestamp_seconds,dhash,distance_from_previous_kept,annotation_status
images/train/cctv052x2004080516x01647_db0ddb354e_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,0,0.0,c786cce1787ef4ef,64,auto_labeled_pending_review
images/train/cctv052x2004080516x01647_db0ddb354e_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,5,0.5,f29eb8387cfcf4ef,18,auto_labeled_pending_review
images/train/cctv052x2004080516x01647_db0ddb354e_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,15,1.5,f296bc387cfcf8fa,7,auto_labeled_pending_review
images/train/cctv052x2004080516x01647_db0ddb354e_f0000020_t0000002000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,20,2.0,f296b83878fcf9ed,7,auto_labeled_pending_review
images/train/cctv052x2004080516x01647_db0ddb354e_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,35,3.5,d296b83878fae9f9,6,auto_labeled_pending_review
images/train/cctv052x2004080516x01647_db0ddb354e_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01647.avi,db0ddb354e53efd143fce275253dadd9aec12c837cf56442fb3b25ebba16a62f,45,4.5,f29eb83878ebf3ea,10,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,0,0.0,d084bc38fcf2f3f9,64,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,5,0.5,f216bc3878f2f1f9,8,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,15,1.5,f216bc3872f2f6fa,7,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,25,2.5,f216b83474f4f4f8,9,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000040_t0000004000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,40,4.0,f216b83478f0f8fa,6,auto_labeled_pending_review
images/train/cctv052x2004080607x01845_758490af6d_f0000050_t0000005000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01845.avi,758490af6d91bfe4847933af56d55ca7b895179d1d89603da2e2d86b972005d0,50,5.0,f216bc3078faf6fe,8,auto_labeled_pending_review
images/train/cctv052x2004080609x01865_23b6ba6372_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01865.avi,23b6ba6372004d1a63447a01b676665df896a46ace170ca453eca20ec50cfc66,0,0.0,6416bc387af8f8f2,64,auto_labeled_pending_review
images/train/cctv052x2004080609x01865_23b6ba6372_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01865.avi,23b6ba6372004d1a63447a01b676665df896a46ace170ca453eca20ec50cfc66,5,0.5,e216bc3070f4f4f8,12,auto_labeled_pending_review
images/train/cctv052x2004080609x01865_23b6ba6372_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01865.avi,23b6ba6372004d1a63447a01b676665df896a46ace170ca453eca20ec50cfc66,15,1.5,e2163c307cf8f8fa,8,auto_labeled_pending_review
images/train/cctv052x2004080609x01865_23b6ba6372_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01865.avi,23b6ba6372004d1a63447a01b676665df896a46ace170ca453eca20ec50cfc66,45,4.5,e216bc3872faf6f2,10,auto_labeled_pending_review
images/train/cctv052x2004080609x01865_23b6ba6372_f0000050_t0000005000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01865.avi,23b6ba6372004d1a63447a01b676665df896a46ace170ca453eca20ec50cfc66,50,5.0,e216bc307af4f4f8,8,auto_labeled_pending_review
images/train/cctv052x2004080616x00059_5fad06df04_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00059.avi,5fad06df04989bd775e1ffe077b8cbc854313f7ce2e077b48dde0cd5931e7eb4,0,0.0,9210b42459385a4e,64,auto_labeled_pending_review
images/train/cctv052x2004080616x00059_5fad06df04_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00059.avi,5fad06df04989bd775e1ffe077b8cbc854313f7ce2e077b48dde0cd5931e7eb4,5,0.5,f2963e367bf3da4e,18,auto_labeled_pending_review
images/train/cctv052x2004080616x00059_5fad06df04_f0000020_t0000002000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00059.avi,5fad06df04989bd775e1ffe077b8cbc854313f7ce2e077b48dde0cd5931e7eb4,20,2.0,f2963e3473d3cc7b,10,auto_labeled_pending_review
images/train/cctv052x2004080616x00059_5fad06df04_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00059.avi,5fad06df04989bd775e1ffe077b8cbc854313f7ce2e077b48dde0cd5931e7eb4,35,3.5,f2963e3473dff57a,7,auto_labeled_pending_review
images/train/cctv052x2004080617x00073_e678027bc8_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00073.avi,e678027bc82c2e25f1b2329c97aa6c6cfd04c4a71e87ecd0ad3986029963968e,0,0.0,9273bc3276edf3f8,64,auto_labeled_pending_review
images/train/cctv052x2004080617x00073_e678027bc8_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00073.avi,e678027bc82c2e25f1b2329c97aa6c6cfd04c4a71e87ecd0ad3986029963968e,5,0.5,f2969e3277fdf3f8,11,auto_labeled_pending_review
images/train/cctv052x2004080617x00073_e678027bc8_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00073.avi,e678027bc82c2e25f1b2329c97aa6c6cfd04c4a71e87ecd0ad3986029963968e,25,2.5,f2969e366df2f8f9,12,auto_labeled_pending_review
images/train/cctv052x2004080617x00073_e678027bc8_f0000040_t0000004000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00073.avi,e678027bc82c2e25f1b2329c97aa6c6cfd04c4a71e87ecd0ad3986029963968e,40,4.0,f2969e3779faf1f8,7,auto_labeled_pending_review
images/train/cctv052x2004080611x01895_8e528641a0_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01895.avi,8e528641a08ec9eb7ee64e0c88623febb5fefec5a8d3a366dab8b0877e40f0a8,0,0.0,e5e5f0b87bf4f0fa,64,auto_labeled_pending_review
images/train/cctv052x2004080611x01895_8e528641a0_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01895.avi,8e528641a08ec9eb7ee64e0c88623febb5fefec5a8d3a366dab8b0877e40f0a8,5,0.5,f2169c3570f0f8fa,23,auto_labeled_pending_review
images/train/cctv052x2004080611x01895_8e528641a0_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01895.avi,8e528641a08ec9eb7ee64e0c88623febb5fefec5a8d3a366dab8b0877e40f0a8,35,3.5,f2169c3178f1f1f8,6,auto_labeled_pending_review
images/train/cctv052x2004080611x01895_8e528641a0_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01895.avi,8e528641a08ec9eb7ee64e0c88623febb5fefec5a8d3a366dab8b0877e40f0a8,45,4.5,f2169c3870f3f3fb,7,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,0,0.0,f2823c307a7871f9,64,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,5,0.5,f2863c307afff2eb,10,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000010_t0000001000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,10,1.0,f2863c3070f7eaf3,7,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,15,1.5,f2863c3074f6f2f9,6,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,25,2.5,f2863c3874f5f1eb,7,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,35,3.5,f2863c3c7ef3e9f9,9,auto_labeled_pending_review
images/train/cctv052x2004080616x00050_ef2af7a54d_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00050.avi,ef2af7a54deeb8ea31055ca466290aceb732c6baeeeb3da121898c447c627bf1,45,4.5,f2863c3872e3f8fa,8,auto_labeled_pending_review
images/train/cctv052x2004080519x01683_6bd83d6dee_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01683.avi,6bd83d6deeb86b2bb4209597b387098eaa21b13aa7282f838005b3337194a735,0,0.0,d8829c3978faf8fb,64,auto_labeled_pending_review
images/train/cctv052x2004080519x01683_6bd83d6dee_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01683.avi,6bd83d6deeb86b2bb4209597b387098eaa21b13aa7282f838005b3337194a735,5,0.5,f29e983978f0f2f8,13,auto_labeled_pending_review
images/train/cctv052x2004080519x01683_6bd83d6dee_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01683.avi,6bd83d6deeb86b2bb4209597b387098eaa21b13aa7282f838005b3337194a735,45,4.5,f21e9c3978f9f8f8,6,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,0,0.0,65169c3572f2f3fb,64,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,5,0.5,f2169c3572f2f0fa,8,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000010_t0000001000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,10,1.0,f216983174f4f0fa,6,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000020_t0000002000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,20,2.0,f2169c3570f1f5f9,9,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000030_t0000003000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,30,3.0,f216bc3172f2f0f9,7,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,35,3.5,f2169c317af0fbfa,8,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000040_t0000004000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,40,4.0,f2169c3170f3f1f9,8,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,45,4.5,f2169c3174f2f8fa,6,auto_labeled_pending_review
images/train/cctv052x2004080610x01887_83255ea5da_f0000050_t0000005000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01887.avi,83255ea5dad71b4e39346913f8ed4feaddd6276ece1968cbd5941c665d4fed76,50,5.0,f2169c3172f0f4f8,6,auto_labeled_pending_review
images/train/cctv052x2004080616x00057_e5f6285f46_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00057.avi,e5f6285f461ae9ee462eb0569ef5455b6488356686e6eb8a5302ce3e153e507e,0,0.0,91563a3a72f9ebfb,64,auto_labeled_pending_review
images/train/cctv052x2004080616x00057_e5f6285f46_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00057.avi,e5f6285f461ae9ee462eb0569ef5455b6488356686e6eb8a5302ce3e153e507e,5,0.5,f2be3a387af9f5fb,14,auto_labeled_pending_review
images/train/cctv052x2004080616x00057_e5f6285f46_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00057.avi,e5f6285f461ae9ee462eb0569ef5455b6488356686e6eb8a5302ce3e153e507e,25,2.5,f2be3a3c72f3fbfd,9,auto_labeled_pending_review
images/train/cctv052x2004080616x00057_e5f6285f46_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00057.avi,e5f6285f461ae9ee462eb0569ef5455b6488356686e6eb8a5302ce3e153e507e,45,4.5,f2be3a3072fbf1f9,6,auto_labeled_pending_review
images/train/cctv052x2004080616x00057_e5f6285f46_f0000050_t0000005000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00057.avi,e5f6285f461ae9ee462eb0569ef5455b6488356686e6eb8a5302ce3e153e507e,50,5.0,fa9e3a3872fff1ec,7,auto_labeled_pending_review
images/train/cctv052x2004080518x01668_8f5c11d46c_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01668.avi,8f5c11d46c3e697199849ec7eafb3952ad57fec91db80e1491b5a7ce65cddf49,0,0.0,d4829c3b75f1f0e9,64,auto_labeled_pending_review
images/train/cctv052x2004080518x01668_8f5c11d46c_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01668.avi,8f5c11d46c3e697199849ec7eafb3952ad57fec91db80e1491b5a7ce65cddf49,5,0.5,f21e9e3b75f1fcf9,11,auto_labeled_pending_review
images/train/cctv052x2004080518x01668_8f5c11d46c_f0000010_t0000001000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01668.avi,8f5c11d46c3e697199849ec7eafb3952ad57fec91db80e1491b5a7ce65cddf49,10,1.0,f21e9e3b75f2e8f2,7,auto_labeled_pending_review
images/train/cctv052x2004080518x01668_8f5c11d46c_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01668.avi,8f5c11d46c3e697199849ec7eafb3952ad57fec91db80e1491b5a7ce65cddf49,25,2.5,f21e9e3379f9f2f2,9,auto_labeled_pending_review
images/train/cctv052x2004080518x01668_8f5c11d46c_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01668.avi,8f5c11d46c3e697199849ec7eafb3952ad57fec91db80e1491b5a7ce65cddf49,35,3.5,f21e9e3b72f9f8f8,8,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,0,0.0,f2169c3179f2f4f8,64,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,5,0.5,f2169c31f1f6f8ee,8,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000010_t0000001000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,10,1.0,f2169c31f5f8effa,10,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,15,1.5,f2169c3975fff1f8,10,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000020_t0000002000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,20,2.0,f2169e357ef2f1f9,10,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,25,2.5,f2169e35fcf2f2fa,6,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000030_t0000003000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,30,3.0,f2169e3df1f2f1fa,6,auto_labeled_pending_review
images/train/cctv052x2004080607x01838_e85e636b89_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01838.avi,e85e636b89edc69b675243a1d73d4763e70b06c52d80a0abe0071181b71e9299,45,4.5,f2169e31f6f4f0fa,8,auto_labeled_pending_review
images/train/cctv052x2004080609x01876_d4f34caa92_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01876.avi,d4f34caa921852ef2246deee8cb7e85a098f9b82677d3928c9c2a5e517bf27d7,0,0.0,e5649c3974f0f8fb,64,auto_labeled_pending_review
images/train/cctv052x2004080609x01876_d4f34caa92_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01876.avi,d4f34caa921852ef2246deee8cb7e85a098f9b82677d3928c9c2a5e517bf27d7,5,0.5,e616983974f8f8fa,9,auto_labeled_pending_review
images/train/cctv052x2004080609x01876_d4f34caa92_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01876.avi,d4f34caa921852ef2246deee8cb7e85a098f9b82677d3928c9c2a5e517bf27d7,15,1.5,e6169c3970f4f8f9,6,auto_labeled_pending_review
images/train/cctv052x2004080609x01876_d4f34caa92_f0000025_t0000002500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01876.avi,d4f34caa921852ef2246deee8cb7e85a098f9b82677d3928c9c2a5e517bf27d7,25,2.5,e6169c3974fafafa,7,auto_labeled_pending_review
images/train/cctv052x2004080609x01876_d4f34caa92_f0000030_t0000003000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01876.avi,d4f34caa921852ef2246deee8cb7e85a098f9b82677d3928c9c2a5e517bf27d7,30,3.0,e6169c3170f0f8fb,6,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,0,0.0,e5e4bc3474f2f1f5,64,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,5,0.5,f216bc3474f2f0f9,12,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,15,1.5,f616bc3478f8f2fa,8,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000030_t0000003000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,30,3.0,f616bc3078f4f5f8,7,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000035_t0000003500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,35,3.5,f616bc3074f5f9fa,6,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000040_t0000004000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,40,4.0,f616bc387afaf5f5,14,auto_labeled_pending_review
images/train/cctv052x2004080611x01903_355058761b_f0000045_t0000004500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01903.avi,355058761bfe1ab6f48b9f099653887f97fed3b7dc9169a4633e1400707b5ba5,45,4.5,f616bc3878f4f8f8,10,auto_labeled_pending_review
images/train/cctv052x2004080517x01660_c9787f4d4c_f0000000_t0000000000.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01660.avi,c9787f4d4cebdc7f4b4d57193c1aa3124bbe1f55e41f1def735fe65fe8815562,0,0.0,fe9ebc3479f3ce78,64,auto_labeled_pending_review
images/train/cctv052x2004080517x01660_c9787f4d4c_f0000005_t0000000500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01660.avi,c9787f4d4cebdc7f4b4d57193c1aa3124bbe1f55e41f1def735fe65fe8815562,5,0.5,f29ebc3479f6ccf9,7,auto_labeled_pending_review
images/train/cctv052x2004080517x01660_c9787f4d4c_f0000015_t0000001500.jpg,train,D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01660.avi,c9787f4d4cebdc7f4b4d57193c1aa3124bbe1f55e41f1def735fe65fe8815562,15,1.5,f29ebc3471f4f9f8,7,auto_labeled_pending_review
