image,split,source_video,source_sha256,source_frame,timestamp_seconds,dhash,distance_from_previous_kept,annotation_status
images/train/50e9ee29_865c7928ab_f0000000_t0000000000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\50e9ee29.avi,865c7928ab4b60ac1d66829d2a2b69b2f0f4a4990ce13edc2afc96e9fb352e44,0,0.0,aa169c397cf8f8f8,64,pending
images/train/50e9ee29_865c7928ab_f0000025_t0000002500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\50e9ee29.avi,865c7928ab4b60ac1d66829d2a2b69b2f0f4a4990ce13edc2afc96e9fb352e44,25,2.5,f2969c3970f8f8f8,6,pending
images/train/50e9ee29_865c7928ab_f0000050_t0000005000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\50e9ee29.avi,865c7928ab4b60ac1d66829d2a2b69b2f0f4a4990ce13edc2afc96e9fb352e44,50,5.0,f2169c3978faf6f8,6,pending
images/train/c8ffaddb_e3c7e12b9c_f0000000_t0000000000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,0,0.0,f616983c72f4f8fa,64,pending
images/train/c8ffaddb_e3c7e12b9c_f0000005_t0000000500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,5,0.5,e6169c3874f8f8fa,7,pending
images/train/c8ffaddb_e3c7e12b9c_f0000010_t0000001000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,10,1.0,f6169c3474f8f6fb,7,pending
images/train/c8ffaddb_e3c7e12b9c_f0000015_t0000001500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,15,1.5,f6169c3470f6f9f9,9,pending
images/train/c8ffaddb_e3c7e12b9c_f0000025_t0000002500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,25,2.5,f6169c307cf2fafa,8,pending
images/train/c8ffaddb_e3c7e12b9c_f0000030_t0000003000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,30,3.0,f6169c3874f5f5fb,10,pending
images/train/c8ffaddb_e3c7e12b9c_f0000035_t0000003500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,35,3.5,f6169c3874f6f0f8,6,pending
images/train/c8ffaddb_e3c7e12b9c_f0000040_t0000004000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,40,4.0,f6169c3476f0f2f3,9,pending
images/train/c8ffaddb_e3c7e12b9c_f0000045_t0000004500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\c8ffaddb.avi,e3c7e12b9c52cbdd6292dcc5877ca8ddd8428b2d7fe1cac30d0d5d4f5827aaa5,45,4.5,f6169c347af5f4fa,8,pending
images/train/074aafec_4a885c3fca_f0000000_t0000000000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,0,0.0,6a969c3978f8f8f8,64,pending
images/train/074aafec_4a885c3fca_f0000025_t0000002500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,25,2.5,e2969e3978f8f6f8,6,pending
images/train/074aafec_4a885c3fca_f0000030_t0000003000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,30,3.0,e2969c3978f4fbf8,6,pending
images/train/074aafec_4a885c3fca_f0000035_t0000003500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,35,3.5,e2969c397cfaf8fa,7,pending
images/train/074aafec_4a885c3fca_f0000040_t0000004000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,40,4.0,e2969c397cf4f4f8,6,pending
images/train/074aafec_4a885c3fca_f0000045_t0000004500.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,45,4.5,e296983974fcf9f9,7,pending
images/train/074aafec_4a885c3fca_f0000050_t0000005000.jpg,train,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\074aafec.avi,4a885c3fca22bb60b89f33e1dd3adcf3a00befcbdc7b5eff88c808354169b00d,50,5.0,e296983d7cfaf6f8,9,pending
images/val/22e53ee4_34437a38c6_f0000000_t0000000000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\22e53ee4.avi,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,0,0.0,7696bc347df5e9f8,64,pending
images/val/22e53ee4_34437a38c6_f0000005_t0000000500.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\22e53ee4.avi,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,5,0.5,f286bc3477fbf9f8,9,pending
images/val/22e53ee4_34437a38c6_f0000010_t0000001000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\22e53ee4.avi,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,10,1.0,f286bc3476f1f1fb,6,pending
images/val/22e53ee4_34437a38c6_f0000040_t0000004000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\22e53ee4.avi,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,40,4.0,f2869c3474f2f2fa,7,pending
images/val/22e53ee4_34437a38c6_f0000050_t0000005000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\22e53ee4.avi,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,50,5.0,f2869c3074f3f6f7,6,pending
images/val/046d6d25_cc5fe3ac6e_f0000000_t0000000000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,0,0.0,2a169a3578fcf9f9,64,pending
images/val/046d6d25_cc5fe3ac6e_f0000005_t0000000500.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,5,0.5,e21698317cfcf3f8,9,pending
images/val/046d6d25_cc5fe3ac6e_f0000010_t0000001000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,10,1.0,e216983978f2f8f8,8,pending
images/val/046d6d25_cc5fe3ac6e_f0000020_t0000002000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,20,2.0,e2169c3974f8faf8,6,pending
images/val/046d6d25_cc5fe3ac6e_f0000025_t0000002500.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,25,2.5,e2169c3579f8f8f8,6,pending
images/val/046d6d25_cc5fe3ac6e_f0000035_t0000003500.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,35,3.5,e2169c3974faf8f8,6,pending
images/val/046d6d25_cc5fe3ac6e_f0000040_t0000004000.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,40,4.0,e2169c3178f8f6f8,7,pending
images/val/046d6d25_cc5fe3ac6e_f0000045_t0000004500.jpg,val,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\046d6d25.avi,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,45,4.5,e2169c397cf4f8f8,7,pending
images/test/04ace9ff_ee9dd2980d_f0000000_t0000000000.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,0,0.0,61e7f1397cf8f8fa,64,pending
images/test/04ace9ff_ee9dd2980d_f0000005_t0000000500.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,5,0.5,d2069c397cf8f9f9,17,pending
images/test/04ace9ff_ee9dd2980d_f0000010_t0000001000.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,10,1.0,d2069c3978faf2fa,7,pending
images/test/04ace9ff_ee9dd2980d_f0000015_t0000001500.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,15,1.5,d2069c3978f4f9f9,8,pending
images/test/04ace9ff_ee9dd2980d_f0000020_t0000002000.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,20,2.0,d206983975faf3fa,11,pending
images/test/04ace9ff_ee9dd2980d_f0000040_t0000004000.jpg,test,C:\Users\L1\Documents\antigravity\agitated-bohr\videos\04ace9ff.avi,ee9dd2980d2fbbbab3e84fc479951c33b7e27495996819d943e86822491c3948,40,4.0,d206983178f8f8fb,9,pending
